acousticness,artists,danceability,duration_ms,duration_minutes,energy,explicit,id,instrumentalness,key,liveness,loudness,mode,name,popularity,release_date,speechiness,tempo,valence,year
0.961,['alt-J'],0.484,7.74E+04,1.29,8.81E-02,0,5bp6twky1rHu72giADl7Mv,9.67E-01,9,0.373,-27.743,1,Interlude 2,48,9/18/2012,0.041,116.116,3.63E-01,2012
0.956,['Current Joys'],0.597,4.28E+05,7.134,3.67E-01,0,39xA1yNSzJRSuyQTR8HpE2,8.62E-01,4,0.117,-19.591,1,You Broke My Heart,53,2013,0.03,155.231,5.74E-01,2013
0.952,['Jake Owen'],0.537,2.19E+05,3.646,2.57E-01,0,3obQ7Qx6YZt8r1KvTv7uk3,3.89E-05,9,0.09,-10.447,1,What We Ain't Got,50,12/2/2013,0.034,127.981,1.69E-01,2013
0.994,['Lavinia Meijer'],0.299,2.68E+05,4.459,3.19E-02,0,1Zv6RyHM08gyC4qvOlCZUL,9.28E-01,2,0.105,-30.624,1,Due tramonti,54,10/28/2013,0.06,105.922,9.75E-02,2013
0.98,"['Gene Kelly', 'Nacio Herb Brown']",0.271,1.74E+05,2.894,2.49E-01,0,1ZEVSOFaWo6hWpuSsx1Xwr,2.17E-02,9,0.171,-11.623,0,Singin' in the rain,56,3/11/2013,0.04,67.936,3.45E-01,2013
0.966,['Sleeping At Last'],0.394,2.12E+05,3.53,2.28E-01,0,0dHF8t7OIhgPele5WRUfWG,3.81E-05,4,0.113,-12.584,1,I'm Gonna Be (500 Miles),57,5/16/2014,0.043,104.625,2.58E-01,2014
0.995,['Max Richter'],0.383,7.86E+04,1.309,1.70E-01,0,370TxU3tPIvVLmCrGd2EZ6,8.47E-01,9,0.105,-21.87,1,Vladimir's Blues,52,1/1/2014,0.069,115.803,6.90E-02,2014
0.962,['Hippie Sabotage'],0,1.57E+05,2.617,2.36E-01,1,4aVbFYIU67P8F5pqPakaXQ,3.35E-04,7,0.105,-13.909,0,Waiting Too Long,54,12/9/2014,0,0,0.00E+00,2014
0.986,['Spirits Of Our Dreams'],0.19,1.25E+05,2.081,1.02E-02,0,1hk4wGfZMRqmfUzaPtQQL9,9.71E-01,0,0.08,-33.528,0,Moving Silence,61,11/15/2015,0.034,73.68,5.68E-02,2015
0.995,['Binaural Beats Sleep'],0.393,1.23E+05,2.045,1.05E-03,0,63SvuIM9L3ONAcYS2ODUoN,9.39E-01,4,0.107,-43.013,1,Binaural Beats (Restful Sleep),58,11/29/2016,0.112,72.028,3.92E-02,2016
0.964,['Deep Sleep Music Collective'],0.204,1.20E+05,2.001,2.97E-03,0,1SPBJ5ol7xYyzxt1Gs0MTD,9.84E-01,1,0.111,-36.056,1,Sleeping Music (Piano Sleep Music),62,11/7/2016,0.044,62.848,3.96E-02,2016
0.956,['White Noise Spa'],0,3.00E+05,5.005,2.03E-05,0,5wf3wwLBJj4j46xtJETZ8L,2.38E-01,10,0.131,-20.961,0,Soothing Deep Pink Noise,58,10/11/2016,0,0,0.00E+00,2016
0.974,['Sleeping At Last'],0.467,2.43E+05,4.043,1.57E-01,0,2d7LPtieXdIYzf7yHPooWd,1.46E-06,11,0.082,-9.649,1,Chasing Cars,64,11/4/2016,0.034,108.13,2.77E-01,2016
0.955,['Deep Sleep Music Collective'],0.182,1.19E+05,1.975,2.48E-03,0,4dKkvmCP8VYyPzyk3TgfQb,9.77E-01,4,0.088,-35.658,1,Calm Sounds for Sleep,61,11/7/2016,0.047,74.752,6.09E-02,2016
0.961,['littleONES'],0.417,3.31E+05,5.522,7.87E-02,0,38wDkBNOGJJ0YtqWOaLEFh,9.99E-01,9,0.596,-26.446,1,Baby Sleep Shhh: The Perfect Settling Tool for Babies!,74,10/8/2016,0.188,184.059,5.32E-03,2016
0.97,['Deep Sleep Music Collective'],0.083,1.18E+05,1.973,1.09E-03,0,4K6OlCO3WbxsMr0h7U8nlY,8.36E-01,8,0.115,-37.547,1,Soft Piano,61,11/7/2016,0.046,84.354,3.86E-02,2016
0.954,['Thunderbound Productions'],0,2.85E+05,4.756,9.99E-01,0,0cTmHyEAcGnkIv3yC0sVwL,5.26E-01,11,0.97,-17.47,1,Timeless Rain,63,4/12/2017,0,0,0.00E+00,2017
0.995,['Ronald Emery'],0.394,2.12E+05,3.54,2.81E-02,0,2ahwerIzRcGeSMQnZ2DDJa,9.69E-01,1,0.108,-23.71,1,Ho hey,65,4/26/2017,0.067,200.615,3.01E-01,2017
0.995,['Elisa Mosel'],0.562,1.89E+05,3.141,2.06E-02,0,61FnfOx61kMlzmVfbl5Jtx,9.30E-01,9,0.108,-19.857,1,Fields Of Gold,65,10/26/2017,0.043,72.953,2.07E-01,2017
0.967,['Wassup Rocker'],0.748,1.79E+05,2.986,2.25E-01,1,0jl2i7G9bt93Byf2I2Q7Mk,5.12E-02,0,0.121,-16.484,0,Luv Bug,63,6/20/2018,0.258,96.99,3.50E-01,2018
0.963,['Caamp'],0.547,2.19E+05,3.656,8.97E-02,0,0ESvfrHfNuAtkZp8SMJBOY,5.78E-03,3,0.111,-18.732,1,Strawberries,62,7/27/2018,0.046,117.17,2.63E-01,2018
0.962,"['Lord Huron', 'Phoebe Bridgers']",0.424,2.08E+05,3.47,4.37E-01,0,0jZO7p0nBUi9VHedWUBS9l,3.36E-01,2,0.664,-8.588,1,The Night We Met (feat. Phoebe Bridgers),70,5/18/2018,0.035,174.127,1.31E-01,2018
0.966,['Lana Del Rey'],0.456,2.73E+05,4.541,1.26E-01,0,3lG6OtGDsYAOALxEmubQQm,1.77E-06,2,0.107,-10.883,1,Happiness is a butterfly,70,8/30/2019,0.044,68.614,1.62E-01,2019
0.957,['Anson Seabra'],0.551,3.06E+05,5.095,7.54E-02,1,1SoR3NCP3P9dtdoTnpPNi1,0.00E+00,6,0.154,-14.203,1,Broken,67,8/8/2019,0.059,98.348,2.39E-01,2019
0.994,['Echo River'],0.308,1.98E+05,3.292,2.64E-02,0,40f4bFrEnG7TBLD7FFRqQj,8.13E-01,5,0.084,-29.093,1,Farewell,69,3/21/2019,0.042,73.06,1.01E-01,2019
0.993,['Arlette Leduc'],0.172,1.97E+05,3.283,2.23E-02,0,2QuojUtKiQ7l8ZQMDelt3s,9.37E-01,2,0.096,-30.281,1,Coralia,68,4/21/2019,0.04,71.379,3.81E-02,2019
0.984,['Moon Laika'],0.142,1.75E+05,2.919,1.30E-02,0,0ek2PwrDkUWRqoaTq6WKDj,9.09E-01,7,0.099,-33.299,1,Sleep Hibernation,67,6/14/2019,0.043,72.917,7.08E-02,2019
0.994,['Matilda Charpie'],0.217,2.46E+05,4.096,1.69E-03,0,4FE9jhuatcOZZYoHdBDN8T,9.12E-01,0,0.139,-34.121,1,Crépuscule,69,6/1/2019,0.043,64.118,5.99E-02,2019
0.994,['Richard Ramsey'],0.56,1.18E+05,1.973,1.96E-02,0,6A72j6HPfF8Y52nPK6BXRk,9.30E-01,0,0.096,-25.043,1,Slumber,69,3/8/2019,0.045,71.694,2.87E-01,2019
0.973,['Dream Shard'],0.3,1.80E+05,3.001,3.99E-01,0,7iS8aC9Qmet8TyVUqyR4jY,7.24E-01,8,0.112,-33.625,0,Street Noise - Brown Noise,67,5/2/2019,0.075,122.786,2.26E-02,2019
0.99,['Binary One'],0.139,2.35E+05,3.92,4.03E-02,0,0jlQn5ENU6pt3yDRlMDgjB,9.37E-01,0,0.092,-30.162,0,Returning,64,10/9/2019,0.067,87.34,3.83E-02,2019
0.971,['Donato Manna'],0.174,2.12E+05,3.538,4.22E-02,0,1LLLm2nPAEw0F8nREc7mbe,9.01E-01,1,0.111,-28.743,1,In Peace,67,1/31/2020,0.044,66.849,8.91E-02,2020
0.996,['Ever So Blue'],0.307,1.28E+05,2.139,5.00E-02,0,0CoSBNNeO8JgayAfLttECk,9.40E-01,0,0.105,-27.964,1,Onthou,71,4/17/2020,0.035,138.484,4.10E-01,2020
0.952,['Omara Portuondo'],0.744,2.96E+05,4.939,4.70E-01,0,2gIeStpi0SclaktrnvncdO,6.81E-02,10,0.11,-10.738,0,No me llores más,50,4/17/2000,0.033,124.388,8.13E-01,2000
0.964,['Cat Power'],0.477,1.21E+05,2.013,5.77E-02,0,6Ge2Ob69SEZ2l78e3IE0Aw,1.42E-06,1,0.154,-11.965,1,I Found A Reason,44,3/21/2000,0.035,102.558,4.66E-01,2000
0.988,"['George Givot', 'Bill Thompson', 'Disney Studio Chorus']",0.268,1.61E+05,2.678,2.75E-01,0,6suDwyuHm9aTkEGEd5FSNf,3.61E-02,5,0.098,-13.938,1,"Bella Notte - From ""Lady and the Tramp"" / Soundtrack Version",42,1/1/2001,0.032,71.53,2.84E-01,2001
0.981,['Fred Mollin'],0.46,1.97E+05,3.284,1.20E-01,0,61tnA1xJXS6SUJSXAS0mAN,5.73E-01,7,0.107,-17.511,0,Beauty And The Beast,42,2002,0.03,87.093,2.38E-01,2002
0.976,['Fred Mollin'],0.324,1.96E+05,3.264,6.67E-02,0,1qJVN4D1fZs3AhaxHntgas,4.44E-01,2,0.095,-20.574,1,Something There,42,2002,0.034,62.872,1.28E-01,2002
0.974,"['Franz Joseph Haydn', 'The Scottish Baroque Ensemble', 'Leonard Friedman']",0.255,8.94E+04,1.49,5.34E-02,0,2K01jEOja47eLwJsh1j3ZK,3.19E-01,4,0.109,-27.366,1,Haydn: Twelve Little Divertimenti: Menuet: Un poco allegretto,43,2002,0.059,142.695,2.27E-01,2002
0.966,['John Williams'],0.165,3.08E+05,5.137,7.42E-02,0,0rpSIjKSmZ2SFO6vmLJpXl,9.19E-01,2,0.115,-20.345,1,Reunion of Friends,46,11/11/2002,0.042,129.981,3.80E-02,2002
0.995,['Mary Youngblood'],0.325,1.94E+05,3.235,8.04E-02,0,6lZhqWTCznlvIwvHuKo1Vy,5.64E-01,4,0.067,-17.583,0,Within My Heart,41,1/1/2002,0.038,75.071,7.30E-01,2002
0.99,['Fred Mollin'],0.347,2.01E+05,3.348,5.23E-02,0,0d2jEkvq1aUlQlpin2slC8,9.45E-01,5,0.185,-20.952,1,I'm Wishing/One Song,41,2002,0.034,130.377,1.38E-01,2002
0.983,['William Basinski'],0.153,4.11E+05,6.85,3.91E-02,0,2UZXQrEi0A8ySbDuyeuMt3,9.28E-01,3,0.077,-32.652,1,Melancholia II,50,1/17/2003,0.036,69.906,7.37E-02,2003
0.986,"['Alexander Borodin', 'Julian Lloyd Webber', 'Royal Philharmonic Orchestra', 'James Judd']",0.224,2.43E+05,4.041,1.16E-01,0,6pV1dGidc6DvzjKhbMqgDa,9.21E-01,9,0.505,-25.714,1,Nocturne,48,1/1/2004,0.062,75.412,9.04E-02,2004
0.992,['Jim Brickman'],0.453,1.91E+05,3.176,1.25E-01,0,5iday4nwx1UiUNyWzZy2fz,8.69E-01,5,0.094,-18.178,1,Someday My Prince Will Come,46,1/1/2005,0.036,131.873,7.55E-02,2005
0.967,['Betty Noyes'],0.247,1.27E+05,2.122,4.85E-01,0,5LLc5PMYsumWanLvgr7DCB,9.46E-05,6,0.312,-10.694,0,"Baby Mine - From ""Dumbo""",45,1/1/2005,0.035,96.59,2.39E-01,2005
0.996,"['George Gershwin', 'Frank Braley']",0.449,1.45E+05,2.42,6.31E-03,0,4BlM6AO7TOtqxcY9qMHIuc,9.02E-01,5,0.112,-36.027,0,Song Book: The Man I Love. Slow and in singing style,49,3/24/2005,0.041,69.325,6.76E-02,2005
0.981,['Fred Mollin'],0.55,2.11E+05,3.509,9.06E-02,0,70n33U8GKmuyzbCvehaNmz,8.56E-01,2,0.099,-19.387,1,Rainbow Connection - Instrumental,45,1/1/2005,0.032,108.949,1.91E-01,2005
0.961,['Paul Cardall'],0.385,3.50E+05,5.831,9.94E-02,0,5c5dCM4Ud73aOhd0yEQ1q9,9.31E-01,10,0.06,-20.326,1,I am a Child of God,44,9/14/2005,0.033,127.014,7.94E-02,2005
0.995,"['Ludwig van Beethoven', 'András Schiff']",0.261,3.14E+05,5.236,7.46E-03,0,2zExp0TMKzbEkssEDJ7uf2,9.55E-01,8,0.105,-34.733,1,"Piano Sonata No. 8 In C Minor, Op. 13 -""Pathétique"": 2. Adagio cantabile - Live",50,3/10/2006,0.054,180.764,6.20E-02,2006
0.976,['Jeremy Soule'],0.357,1.46E+05,2.425,3.64E-02,0,7MWYv1m0d023BdbLyG6NQE,8.85E-01,1,0.106,-26.283,1,All's Well,47,3/20/2006,0.034,109.888,3.87E-02,2006
0.99,['Stan Whitmire'],0.386,2.80E+05,4.671,6.15E-02,0,2HvN74GLTZfuaE3Zv5XFjx,9.18E-01,0,0.144,-20.565,1,When You Wish Upon A Star,48,1/1/2006,0.039,72.264,9.94E-02,2006
0.961,['She & Him'],0.373,2.39E+05,3.986,4.74E-02,0,3U7fJ0VfFR1Msntjgd3DPB,0.00E+00,0,0.113,-13.564,1,You Really Got a Hold on Me,45,3/18/2008,0.038,74.868,1.54E-01,2008
0.994,['Ashana'],0.086,5.70E+05,9.493,6.31E-02,0,3FKi5WRPoafaARRScDJgJc,2.55E-01,5,0.097,-17.686,1,Hymn,51,1/1/2009,0.042,70.194,3.04E-02,2009
0.961,['Fruit Bats'],0.622,2.42E+05,4.03,5.51E-01,0,6P6jyX25Twcnts78GASx7n,7.87E-01,4,0.141,-7.521,1,Flamingo,46,4/8/2009,0.035,119.61,3.75E-01,2009
0.968,"['Sergei Rachmaninoff', 'Valery Gergiev', 'Mariinsky Orchestra', 'Denis Matsuev']",0.123,1.63E+05,2.724,3.86E-02,0,7EcjtjNYDhQ82yCQZU0Z9C,9.39E-01,1,0.086,-25.577,1,"Rhapsody On a Theme of Paganini, Op. 43: V. Variation XVIII",55,2/1/2010,0.037,174.824,5.73E-02,2010
0.985,"['Franz Liszt', 'Lang Lang']",0.203,2.60E+05,4.326,3.99E-03,0,0Jp7n6FKqGVxtXPMVYtMQr,9.22E-01,1,0.111,-35.638,1,"Consolation No. 3 in D-Flat Major, S. 172",54,8/22/2011,0.041,74.253,7.79E-02,2011
0.972,['Bon Iver'],0.671,1.65E+05,2.75,1.95E-01,0,5kiZpF6a7kxZLurZVSewtw,5.50E-01,9,0.079,-18.588,0,"Hinnom, TX",48,6/21/2011,0.053,121.691,6.39E-01,2011
0.988,['Ólafur Arnalds'],0.437,1.88E+05,3.131,4.63E-02,0,0YPagAr3GhXlRX06E4nUcw,9.17E-01,0,0.085,-25.928,1,Tomorrow's Song,54,12/5/2011,0.037,140.478,1.39E-01,2011
0.993,['Nils Frahm'],0.458,2.30E+05,3.835,7.43E-02,0,346d2tSxhrRUpL4bp4xn2b,9.10E-01,6,0.103,-24.145,0,Re,55,12/3/2012,0.053,108.93,2.32E-01,2012
0.995,['Beautiful Chorus'],0.081,2.81E+05,4.676,5.57E-03,0,5oGpVVrO0QhZUSrQAd0j69,8.23E-01,5,0.07,-33.922,1,Heart Chakra,52,8/24/2012,0.047,70.021,3.57E-02,2012
0.983,"['Camille Saint-Saëns', 'Stéphane Tétreault', 'Fabien Gabel', 'Orchestre Symphonique De Québec']",0.116,2.15E+05,3.583,5.90E-02,0,59eTbibtvvBIGj27eN3zqq,9.13E-01,7,0.152,-26.632,1,Le Cygne,56,9/25/2012,0.045,94.137,3.93E-02,2012
0.992,['The Piano Guys'],0.383,2.62E+05,4.371,6.78E-02,0,3wGQULikds23nGCvIJf5G4,9.17E-01,4,0.081,-18.621,1,Just the Way You Are,57,5/3/2013,0.042,90.578,1.93E-01,2013
0.954,['Audrey Assad'],0.257,2.23E+05,3.708,1.68E-01,0,3jlAkZoMZovVV5gUA62ulF,1.02E-04,4,0.088,-12.243,1,I Shall Not Want,53,3/18/2014,0.043,58.988,1.51E-01,2014
0.975,['Sleeping At Last'],0.613,1.97E+05,3.28,3.14E-01,0,3cBtANnJGopPaRMXCl3mV7,8.41E-06,1,0.095,-9.575,1,Every Little Thing She Does Is Magic,57,5/16/2014,0.031,132.776,4.21E-01,2014
0.975,['John Williams'],0.234,1.91E+05,3.184,1.39E-01,0,5wsHtmFHWntJzcN6n8ivjd,8.89E-01,9,0.081,-16.854,0,Rey's Theme,57,12/18/2015,0.034,102.682,1.20E-01,2015
0.974,['Tame Impala'],0.547,5.54E+04,0.924,2.08E-01,0,79chzfFIIq7cHkqcYYORk0,9.73E-01,11,0.104,-17.949,0,Gossip,57,7/17/2015,0.037,119.474,3.47E-01,2015
0.987,['Fox Academy'],0.358,1.59E+05,2.646,1.61E-01,0,0lX13P1uH2Hn6R9iavXWxJ,3.15E-02,1,0.11,-16.848,1,Lavender Blood,56,1/6/2015,0.037,83.351,2.04E-01,2015
0.975,['Deep Sleep Music Collective'],0.198,1.23E+05,2.045,4.13E-04,0,68JOSWjtRYqsCJbnVSCDkQ,8.64E-01,6,0.11,-37.624,1,Sleep Meditation,62,11/7/2016,0.043,69.492,6.74E-02,2016
0.958,['Deep Sleep Music Collective'],0.135,1.18E+05,1.97,2.56E-03,0,1e8YXZzw4cnWV9QaSY3BtQ,9.20E-01,1,0.112,-37.495,1,Quiet Music for Sleep,61,11/7/2016,0.046,73.062,4.43E-02,2016
0.954,['Deep Sleep Music Collective'],0.136,1.32E+05,2.197,5.53E-04,0,2ez01ZsOmyG4m31vxJuQDx,9.00E-01,6,0.112,-35.699,1,Music to Sleep By,61,11/7/2016,0.046,76.037,5.41E-02,2016
0.957,['Deep Sleep Music Collective'],0.157,1.19E+05,1.99,5.53E-04,0,7HBvKyhAJ4QX2vaq4Nl45N,9.19E-01,0,0.106,-38.094,1,New Age Piano for Sleep,61,11/7/2016,0.048,69.712,3.86E-02,2016
0.951,['Deep Sleep Music Collective'],0.204,1.21E+05,2.008,1.07E-03,0,1mmw6dQxV5Yw7VsYdZTU1m,8.83E-01,1,0.12,-37.221,1,Sand Castles,61,11/7/2016,0.05,68.724,3.51E-02,2016
0.973,['Deep Sleep Music Collective'],0.154,1.23E+05,2.055,8.91E-04,0,0OVwmxLIkUQjAT6zVusw5Q,9.12E-01,1,0.116,-37.952,1,Sleep Songs,61,11/7/2016,0.054,66.507,3.50E-02,2016
0.971,['Bon Iver'],0.304,2.45E+05,4.087,2.29E-01,0,4VZM71F8XAoLRuNyNLxwWS,4.08E-01,4,0.109,-14.678,1,29 #Strafford APTS,60,9/30/2016,0.033,80.118,1.55E-01,2016
0.958,['Deep Sleep Music Collective'],0.077,1.24E+05,2.062,2.73E-03,0,0ErhZpQwk4JaXevDCSwoBW,7.86E-01,11,0.091,-37.35,1,Teal Sky,61,11/7/2016,0.052,76.542,3.84E-02,2016
0.987,"['Edvard Grieg', 'Alessio Bax']",0.296,2.21E+05,3.68,4.35E-02,0,2GJFu2G9fhaYFrOoX9bejs,8.57E-01,0,0.079,-29.73,1,"Lyric Pieces, Book 5, Op. 54: Nocturne",61,1/8/2016,0.041,72.282,3.02E-02,2016
0.963,['Deep Sleep Music Collective'],0.077,1.22E+05,2.027,9.89E-04,0,6JJhLJGpkSea8I7qMdZfGA,9.02E-01,3,0.091,-37.557,1,The Shore,61,11/7/2016,0.051,172.66,3.90E-02,2016
0.994,['Charles Bolt'],0.229,9.27E+04,1.546,1.89E-02,0,2SIHJo8TXKvFvaW0XvMztF,9.21E-01,6,0.094,-29.919,1,Deco,61,7/16/2016,0.045,95.535,1.16E-01,2016
0.994,['Peter Sandberg'],0.679,1.15E+05,1.908,8.09E-02,0,2ozeCscFSmHW7FKLSTJlA4,9.42E-01,9,0.097,-21.97,1,Synesthesia (Scaled Down Version),62,6/17/2016,0.058,130.049,1.95E-01,2016
0.995,['Ronald Emery'],0.514,2.30E+05,3.833,2.82E-02,0,4eyOZVDzYlVslh6POZ9AVP,9.50E-01,11,0.111,-20.249,1,Say You Wont Let Go,65,4/26/2017,0.069,96.015,2.44E-01,2017
0.954,['Sufjan Stevens'],0.462,1.35E+05,2.257,1.87E-01,0,5iR8v6fTc33LDo2t4w3342,8.47E-01,4,0.099,-19.991,1,Futile Devices (Doveman Remix),57,11/3/2017,0.03,140.096,2.52E-01,2017
0.967,['Elijah Who'],0.614,6.58E+04,1.097,2.77E-01,0,23gcQr3NRKzLXsP9H5jFQ1,8.91E-01,1,0.07,-11.943,0,my new love,63,9/29/2017,0.042,84.938,2.36E-01,2017
0.996,['Granular'],0.121,1.34E+05,2.226,6.33E-01,0,4RTVyXYNmaKyqVDnmU4gJZ,4.24E-01,10,0.126,-24.715,0,Dream,67,9/5/2018,0.056,78.844,1.00E-05,2018
0.969,['kwajbasket'],0.187,2.07E+05,3.456,2.46E-02,0,3l2aKoxhYUlv9THMneynIu,7.28E-01,4,0.089,-33.493,1,The Only Thing Left,62,3/9/2018,0.034,70.635,3.09E-02,2018
0.989,['Regina Mira'],0.284,1.20E+05,1.995,3.08E-02,0,5VceRZmSDeW6y7ipxiwOvK,9.28E-01,1,0.109,-28.498,1,The Winding Paths,67,10/19/2018,0.043,69.897,5.90E-01,2018
0.995,['Yue Yan Jen'],0.181,1.61E+05,2.675,2.87E-02,0,2hkPUEsERVGoI4DxfZjUj5,9.35E-01,8,0.097,-33.787,0,梦蝶 - Dream to be a butterfly,67,8/24/2019,0.038,107.222,1.11E-01,2019
0.967,['Lana Del Rey'],0.461,3.25E+05,5.408,1.02E-01,1,0fB77VOZ2FkQeKLv1DuEwp,2.10E-06,7,0.164,-13.05,1,hope is a dangerous thing for a woman like me to have - but I have it,71,8/30/2019,0.09,71.835,2.59E-01,2019
0.976,['Cyrano Brussee'],0.148,2.99E+05,4.979,4.96E-02,0,5tc7QNc9sOFQoE2ty3H4TJ,9.29E-01,5,0.084,-26.249,1,Wacht op mij,66,9/20/2019,0.044,71.858,3.98E-02,2019
0.974,['Zabawa'],0.301,3.09E+05,5.151,1.77E-02,0,36c2NifUp0GDnoOQT5unhR,7.64E-03,0,0.106,-27.293,1,Butterfly's Repose,65,3/14/2020,0.042,119.859,8.92E-02,2020
0.97,"['Camille Saint-Saëns', 'Ensemble Musique Oblique']",0.243,1.61E+05,2.688,1.95E-02,0,10yXfuLcIilEbs2JrMU7oY,8.92E-01,9,0.086,-34.913,0,Le Carnaval des animaux: Le Carnaval des animaux: Aquarium,44,2000,0.044,126.724,3.93E-02,2000
0.971,"['Bobby Driscoll', 'Kathryn Beaumont', 'Paul Collins', 'Tommy Luske', 'The Jud Conlon Chorus']",0.519,2.65E+05,4.424,3.64E-01,0,7JD4aIrbFXH3eI7eqmIKhi,2.71E-06,10,0.119,-13.39,1,"You Can Fly! You Can Fly! You Can Fly! - From ""Peter Pan""/Soundtrack Version",40,1/1/2001,0.17,121.551,5.41E-01,2001
0.99,['Yiruma'],0.531,2.51E+05,4.175,1.31E-01,0,0YbVnJgqzHAHFtg4uFfOxb,9.37E-01,7,0.077,-23.074,1,I,46,11/27/2001,0.064,126.995,1.53E-01,2001
0.97,['Joe Hisaishi'],0.329,1.93E+05,3.217,9.30E-02,0,26W3vc21aHLaHF90gbsiq1,9.38E-01,0,0.094,-22.214,1,Day Of The River,46,7/18/2001,0.03,79.545,5.50E-02,2001
0.994,['George Shearing'],0.331,1.95E+05,3.254,9.66E-02,0,5bqw1jBy6gacBpxsn8xFuF,9.58E-01,8,0.133,-24.707,1,Guilty - Remastered,51,1/1/2001,0.048,75.441,1.95E-01,2001
0.971,['Fred Mollin'],0.406,1.76E+05,2.931,1.09E-01,0,4tw2MGyKR4FW8vIShly7T9,8.18E-01,7,0.109,-18.023,1,A Dream Is A Wish Your Heart Makes,42,2002,0.03,101.076,1.57E-01,2002
0.954,['Boards of Canada'],0.079,6.86E+04,1.143,8.22E-02,0,2A3Mkcpf7t5lz402c2JklE,8.57E-01,8,0.11,-27.857,0,Over The Horizon Radar,45,2/19/2002,0.034,179.913,2.18E-01,2002
0.983,['Fred Mollin'],0.352,2.43E+05,4.043,7.34E-02,0,09eEn3vbwXzrfnTJOhYLWC,9.25E-01,5,0.377,-19.988,1,Just Around The Riverbend,41,2002,0.033,77.057,3.95E-02,2002
0.962,['Norah Jones'],0.588,1.45E+05,2.421,1.88E-01,0,1nljoM9tvlik9heVXnpGjT,3.95E-03,7,0.105,-13.939,1,Seven Years,42,2/22/2002,0.035,127.143,3.87E-01,2002
0.983,['Johnny Cash'],0.334,1.99E+05,3.308,5.95E-02,0,5o4SqGekEfvdkNuOVx5d3S,8.74E-05,9,0.124,-11.069,1,Danny Boy,48,1/1/2002,0.042,177.07,2.41E-01,2002
0.995,['Hovia Edwards'],0.294,2.15E+05,3.579,4.42E-02,0,5S43VGbqIGWBoA8MDL8zwq,9.63E-01,7,0.083,-22.951,0,Song of Friendship,41,1/1/2003,0.046,89.116,8.75E-01,2003
0.959,['Jane Winther'],0.069,5.04E+05,8.401,5.76E-03,0,5eMbvXKpk3CS1T693wRJkN,3.14E-01,2,0.104,-19.72,0,Om Mani Padme Hum 1,50,2004,0.047,61.318,5.85E-02,2004
0.957,"['Edward Elgar', 'Sir John Barbirolli', 'London Symphony Orchestra']",0.112,4.78E+05,7.968,1.34E-01,0,5cwPIak6Pg5HRuXpA5ecuO,4.42E-01,4,0.119,-20.226,0,"Elgar: Cello Concerto in E Minor, Op. 85: I. Adagio - Moderato",42,2004,0.043,92.134,4.57E-02,2004
0.974,['Jon Brion'],0.567,1.44E+05,2.399,4.37E-02,0,4AQwwsz0ztRx4YKNb1GdBB,9.43E-01,3,0.111,-22.912,1,Theme - Score,48,1/1/2004,0.037,104.024,1.91E-01,2004
0.98,['Fred Mollin'],0.457,2.70E+05,4.502,6.32E-02,0,1SJ7kgrYnrZ1rlyZDFCL6f,8.79E-01,1,0.111,-19.403,1,You'll Be In My Heart - Instrumental,46,1/1/2005,0.03,83.973,5.72E-02,2005
0.957,['Patrick Doyle'],0.246,1.29E+05,2.151,7.30E-02,0,08IA5pdUxV881M3pFBKepS,9.24E-01,2,0.1,-21.086,1,Neville's Waltz,49,11/9/2005,0.037,95.624,1.26E-01,2005
0.973,['Paul Cardall'],0.251,2.67E+05,4.442,1.06E-01,0,5SSpHX29Gnzsv4ZN2ImYrx,8.88E-01,1,0.129,-21.072,1,I Love to See the Temple,42,9/14/2005,0.037,167.358,7.72E-02,2005
0.991,['Patrick Watson'],0.459,1.87E+05,3.123,6.98E-02,0,1GIPP103zfsythULEpsmdw,1.03E-01,6,0.109,-16.827,1,The Great Escape,55,9/26/2006,0.035,105.202,2.32E-01,2006
0.988,['Ludovico Einaudi'],0.271,3.59E+05,5.987,8.43E-02,0,4CbwEZXVgxViCiPYPfGQIs,9.15E-01,2,0.11,-25.501,1,I Giorni,42,3/15/2006,0.053,136.15,7.89E-02,2006
0.971,['Jeremy Soule'],0.162,2.59E+05,4.323,9.45E-02,0,7rtxlP1iijQrZeUASrioeg,9.35E-01,4,0.089,-24.325,0,Through the Valleys,47,3/20/2006,0.039,131.547,3.77E-02,2006
0.972,"['Edvard Grieg', 'Academy of St. Martin in the Fields', 'Sir Neville Marriner']",0.078,3.12E+05,5.193,2.10E-02,0,6XNxVEWV0NiBaJZpUjIVHa,7.86E-01,9,0.061,-30.849,0,"Peer Gynt Suite No. 2, Op. 55: IV. Solveig's Song",52,1/1/2007,0.05,80.913,3.56E-02,2007
0.982,['Jake Shimabukuro'],0.407,2.55E+05,4.25,2.77E-01,0,3yACY5F6Q8jTq3qxBr3EhS,6.20E-01,5,0.088,-14.616,1,Somewhere Over the Rainbow,43,9/18/2007,0.061,82.114,7.83E-02,2007
0.984,"['Ludwig van Beethoven', 'András Schiff']",0.227,4.57E+05,7.62,1.13E-01,0,6G1V1TM0TeHfQzIQSEKCsH,9.11E-01,7,0.062,-24.217,0,"Piano Sonata No. 17 In D Minor, Op. 31, No. 2 -""The Tempest"": 3. Allegretto - Live",52,9/7/2007,0.04,137.466,1.75E-01,2007
