Airline,Date_of_Journey,Source,Destination,Route,Dep_Time,Arrival_Time,Total_Stops,Additional_Info,Price,Duration
Jet Airways,27/05/2019,Mumbai,Hyderabad,BOM → HYD,10:20,11:50,non-stop,In-flight meal not included,4995,1.5
Air India,24/03/2019,Kolkata,Banglore,CCU → BOM → BLR,16:50,3/25/2025 18:30,1 stop,No info,14641,25.667
Air India,12/4/2019,Kolkata,Banglore,CCU → BLR,20:45,23:20,non-stop,No info,4460,2.583
Air India,18/05/2019,Delhi,Cochin,DEL → BOM → COK,13:00,19:15,1 stop,No info,10191,6.25
Jet Airways,9/3/2019,Delhi,Cochin,DEL → BOM → COK,2:15,19:45,1 stop,In-flight meal not included,13843,17.5
IndiGo,1/5/2019,Delhi,Cochin,DEL → LKO → COK,21:50,5/2/2025 3:35,1 stop,No info,NaN,5.75
Air Asia,1/5/2019,Kolkata,Banglore,CCU → BLR,10:20,12:55,non-stop,No info,4409,2.583
Jet Airways,6/3/2019,Delhi,Cochin,DEL → BOM → COK,18:15,3/7/2025 19:45,1 stop,No info,17024,25.5
Multiple carriers,18/05/2019,Delhi,Cochin,DEL → BOM → COK,7:05,21:00,1 stop,No info,13727,13.917
IndiGo,15/03/2019,Banglore,New Delhi,BLR → DEL,18:25,21:20,non-stop,No info,8855,2.917
Multiple carriers,24/06/2019,Delhi,Cochin,DEL → BOM → COK,8:45,19:00,1 stop,No info,12524,10.25
Jet Airways,18/03/2019,Banglore,New Delhi,BLR → BOM → DEL,NaN,20:20,1 stop,NaN,13555,8.667
Jet Airways,6/6/2019,Kolkata,Banglore,CCU → BOM → BLR,6:30,12:00,1 stop,In-flight meal not included,10844,5.5
Multiple carriers,9/6/2019,Delhi,Cochin,DEL → BOM → COK,9:00,NaN,1 stop,No info,13587,12
SpiceJet,12/6/2019,Chennai,Kolkata,MAA → CCU,9:45,12:00,non-stop,No check-in baggage included,3543,2.25
Vistara,18/03/2019,Chennai,Kolkata,MAA → CCU,7:05,9:20,non-stop,No info,4842,2.25
IndiGo,24/04/2019,Banglore,Delhi,BLR → DEL,23:30,02:20 25 Apr,non-stop,No info,NaN,2.833
Jet Airways,9/6/2019,Delhi,Cochin,DEL → BOM → COK,19:15,6/10/2025 4:25,1 stop,In-flight meal not included,10577,9.167
IndiGo,15/05/2019,Delhi,Cochin,DEL → BOM → COK,10:35,21:00,1 stop,No info,6979,10.417
Vistara,27/06/2019,Chennai,Kolkata,MAA → CCU,17:45,20:05,non-stop,No info,11982,2.333
SpiceJet,6/6/2019,Delhi,Cochin,DEL → PNQ → COK,8:45,13:15,1 stop,No info,5264,4.5
Vistara,3/3/2019,Delhi,Cochin,DEL → COK,6:00,9:10,non-stop,No info,8001,3.167
Air India,1/6/2019,NaN,Cochin,DEL → AMD → BOM → COK,19:45,6/2/2025 19:15,2 stops,No info,10651,23.5
Jet Airways,24/05/2019,Kolkata,Banglore,CCU → BOM → BLR,16:30,5/25/2025 19:50,1 stop,In-flight meal not included,10844,27.333
Multiple carriers,27/03/2019,Delhi,Cochin,DEL → HYD → COK,9:45,22:20,1 stop,No info,6601,12.583
Air India,21/03/2019,Delhi,Cochin,DEL → BOM → COK,19:00,3/22/2025 19:15,1 stop,No info,6587,24.25
SpiceJet,21/03/2019,Mumbai,Hyderabad,BOM → HYD,13:10,14:30,non-stop,No info,3173,1.333
Air India,9/5/2019,Banglore,Delhi,BLR → DEL,10:00,12:45,non-stop,No info,5228,2.75
Jet Airways,21/06/2019,Banglore,Delhi,BLR → DEL,7:10,10:10,non-stop,In-flight meal not included,5769,3
Jet Airways,NaN,Delhi,Cochin,DEL → BOM → COK,8:00,19:00,1 stop,No info,14714,11
NaN,3/6/2019,Delhi,Cochin,DEL → JAI → BOM → COK,NaN,19:00,2 stops,No info,13014,13.5
IndiGo,3/6/2019,Banglore,Delhi,BLR → DEL,22:10,6/4/2025 1:00,non-stop,NaN,3359,2.833
GoAir,3/3/2019,Banglore,New Delhi,BLR → DEL,20:55,23:50,non-stop,No info,6722,2.917
IndiGo,18/03/2019,Kolkata,Banglore,CCU → BLR,9:35,12:20,non-stop,No info,4462,NaN
IndiGo,9/3/2019,Delhi,Cochin,DEL → HYD → COK,4:55,16:10,1 stop,No info,6171,11.25
Air India,21/05/2019,Kolkata,Banglore,CCU → IXR → DEL → BLR,5:50,20:25,2 stops,No info,12303,14.583
Multiple carriers,21/03/2019,Delhi,NaN,DEL → BOM → COK,11:40,3/22/2025 1:35,1 stop,No info,7695,13.917
IndiGo,24/06/2019,Delhi,Cochin,DEL → BOM → COK,11:25,6/25/2025 1:30,1 stop,No info,5684,14.083
Air India,12/6/2019,Kolkata,Banglore,CCU → BOM → BLR,16:50,6/13/2025 7:55,1 stop,No info,8366,15.083
Air India,1/3/2019,Chennai,Kolkata,MAA → CCU,11:40,13:55,non-stop,No info,19630,2.25
Jet Airways,6/3/2019,Banglore,New Delhi,BLR → BOM → DEL,14:05,3/7/2025 5:05,1 stop,In-flight meal not included,13502,15
Jet Airways,1/5/2019,Kolkata,Banglore,CCU → BOM → BLR,21:10,5/2/2025 10:05,1 stop,No info,14781,12.917
Multiple carriers,12/6/2019,Delhi,Cochin,DEL → HYD → COK,7:10,16:10,1 stop,No info,NaN,9
Air India,1/6/2019,Delhi,Cochin,DEL → BOM → COK,7:00,19:15,1 stop,No info,9929,12.25
Multiple carriers,NaN,Delhi,Cochin,DEL → IXU → BOM → COK,17:50,6/7/2025 1:30,2 stops,No info,18275,7.667
Air India,9/4/2019,Delhi,Cochin,DEL → MAA → COK,6:05,09:25 10 Apr,1 stop,No info,4487,27.333
IndiGo,15/03/2019,Mumbai,Hyderabad,BOM → HYD,21:20,22:45,non-stop,No info,2754,1.417
Air India,27/03/2019,Mumbai,Hyderabad,BOM → HYD,6:20,7:40,NaN,No info,2575,1.333
SpiceJet,12/6/2019,Kolkata,Banglore,CCU → IXB → BLR,15:55,21:25,1 stop,No info,8224,5.5
Air India,9/3/2019,Delhi,Cochin,DEL → BLR → COK,20:30,3/10/2025 8:15,1 stop,No info,8991,11.75
IndiGo,24/06/2019,Delhi,Cochin,DEL → COK,5:35,8:50,non-stop,No info,5000,3.25
Jet Airways,12/6/2019,Kolkata,Banglore,CCU → BOM → BLR,18:55,6/13/2025 19:50,1 stop,NaN,8529,24.917
Air India,3/3/2019,Delhi,Cochin,DEL → MAA → COK,6:05,3/4/2025 9:25,1 stop,No info,14042,27.333
Jet Airways,24/05/2019,Banglore,Delhi,BLR → DEL,11:10,14:05,non-stop,In-flight meal not included,4030,2.917
Jet Airways,6/6/2019,Kolkata,Banglore,CCU → BOM → BLR,18:55,6/7/2025 12:00,1 stop,In-flight meal not included,10844,17.083
IndiGo,6/5/2019,Kolkata,Banglore,CCU → BLR,21:25,5/7/2025 0:05,non-stop,No info,4804,2.667
Multiple carriers,27/05/2019,Delhi,Cochin,NaN,17:30,5/28/2025 1:30,1 stop,In-flight meal not included,7308,8
IndiGo,12/5/2019,Banglore,Delhi,BLR → DEL,16:55,19:55,non-stop,No info,4823,3
Jet Airways,24/06/2019,Delhi,Cochin,DEL → BOM → COK,9:00,6/25/2025 12:35,1 stop,In-flight meal not included,10262,27.583
Jet Airways,27/05/2019,Delhi,Cochin,DEL → BOM → COK,20:55,5/28/2025 4:25,1 stop,In-flight meal not included,12898,7.5
Air India,12/3/2019,Banglore,New Delhi,BLR → BOM → JDH → DEL,17:25,3/13/2025 16:20,2 stops,No info,12778,22.917
IndiGo,3/3/2019,Delhi,Cochin,DEL → BOM → COK,4:45,13:20,1 stop,No info,14871,8.583
Air India,21/03/2019,Delhi,Cochin,DEL → UDR → BOM → COK,13:20,3/22/2025 19:15,2 stops,No info,8708,29.917
Jet Airways,6/6/2019,Kolkata,Banglore,CCU → BOM → BLR,20:00,6/7/2025 18:15,1 stop,In-flight meal not included,10844,22.25
SpiceJet,6/3/2019,Mumbai,Hyderabad,BOM → HYD,5:45,7:05,non-stop,No info,4129,1.333
IndiGo,18/05/2019,Kolkata,Banglore,CCU → BLR,21:25,5/19/2025 0:05,non-stop,No info,4804,2.667
Jet Airways,6/5/2019,Banglore,Delhi,BLR → DEL,8:20,NaN,non-stop,No info,7229,3
NaN,21/03/2019,Banglore,New Delhi,BLR → BOM → DEL,7:00,19:10,1 stop,In-flight meal not included,7832,12.167
SpiceJet,18/03/2019,Chennai,Kolkata,NaN,9:30,12:05,non-stop,No info,3859,2.583
Multiple carriers,6/6/2019,Delhi,Cochin,DEL → BOM → COK,7:30,19:15,1 stop,No info,NaN,11.75
Vistara,9/5/2019,Banglore,Delhi,BLR → DEL,17:00,19:35,non-stop,No info,4878,2.583
IndiGo,3/5/2019,Mumbai,NaN,BOM → HYD,NaN,4:05,non-stop,NaN,2754,1.5
NaN,NaN,Banglore,Delhi,BLR → DEL,7:00,9:40,non-stop,No info,NaN,2.667
Air Asia,12/5/2019,Kolkata,Banglore,CCU → BLR,10:20,12:55,non-stop,No info,5216,2.583
Jet Airways,6/6/2019,Delhi,Cochin,DEL → JAI → BOM → COK,5:30,6/7/2025 4:25,2 stops,In-flight meal not included,10368,22.917
IndiGo,9/3/2019,Delhi,Cochin,DEL → HYD → MAA → COK,6:40,21:20,2 stops,No info,8146,14.667
Jet Airways,27/03/2019,Delhi,Cochin,DEL → BOM → COK,13:00,3/28/2025 4:25,1 stop,No info,12242,15.417
Jet Airways,15/03/2019,Banglore,New Delhi,BLR → BOM → DEL,8:00,15:15,1 stop,In-flight meal not included,NaN,7.25
Air India,6/6/2019,Delhi,Cochin,DEL → HYD → MAA → COK,13:15,6/7/2025 9:25,2 stops,No info,10939,20.167
Air India,6/6/2019,Delhi,Cochin,DEL → GOI → BOM → COK,10:55,6/7/2025 7:40,2 stops,No info,11753,20.75
SpiceJet,24/04/2019,NaN,NaN,CCU → BLR,17:10,19:40,non-stop,No info,4174,2.5
Jet Airways,21/05/2019,Kolkata,Banglore,CCU → BOM → BLR,20:00,5/22/2025 19:50,1 stop,In-flight meal not included,10844,23.833
Jet Airways,3/6/2019,Delhi,Cochin,DEL → BOM → COK,16:00,6/4/2025 19:00,1 stop,No info,14714,27
Jet Airways,12/6/2019,Kolkata,Banglore,CCU → BOM → BLR,6:30,12:00,1 stop,In-flight meal not included,NaN,5.5
IndiGo,3/3/2019,Delhi,Cochin,DEL → BOM → COK,9:10,21:00,1 stop,No info,14871,11.833
IndiGo,6/3/2019,Chennai,Kolkata,MAA → CCU,13:20,15:35,non-stop,No info,7295,2.25
Air India,6/6/2019,Delhi,Cochin,DEL → JAI → BOM → COK,18:45,6/7/2025 19:15,2 stops,No info,13465,24.5
SpiceJet,21/05/2019,Chennai,Kolkata,MAA → CCU,17:45,20:05,non-stop,No check-in baggage included,3543,2.333
Multiple carriers,27/06/2019,Delhi,Cochin,DEL → BOM → COK,19:00,6/28/2025 1:30,1 stop,No info,7198,6.5
Jet Airways,1/6/2019,Delhi,Cochin,DEL → BOM → COK,8:00,6/2/2025 4:25,1 stop,In-flight meal not included,10262,20.417
IndiGo,15/03/2019,Kolkata,Banglore,CCU → BLR,15:20,17:55,non-stop,No info,4148,2.583
Jet Airways,27/06/2019,Banglore,Delhi,BLR → DEL,15:15,18:10,non-stop,NaN,8016,2.917
Jet Airways,9/6/2019,Delhi,Cochin,DEL → BOM → COK,22:50,6/10/2025 4:25,1 stop,In-flight meal not included,10262,5.583
SpiceJet,15/06/2019,Kolkata,Banglore,CCU → BLR,14:55,17:25,non-stop,No check-in baggage included,3841,2.5
Jet Airways,12/3/2019,Banglore,New Delhi,BLR → MAA → DEL,9:45,3/13/2025 0:30,1 stop,No info,11507,14.75
Jet Airways,1/5/2019,Kolkata,Banglore,CCU → BOM → BLR,8:25,20:45,1 stop,No info,14781,12.333
Jet Airways,27/05/2019,Delhi,Cochin,DEL → BOM → COK,17:30,5/28/2025 19:00,1 stop,No info,16079,25.5
Jet Airways,27/05/2019,Delhi,Cochin,DEL → BOM → COK,22:50,5/28/2025 4:25,1 stop,In-flight meal not included,12898,5.583
Multiple carriers,6/3/2019,Delhi,Cochin,DEL → BOM → COK,7:30,19:15,1 stop,No info,15353,11.75
IndiGo,24/03/2019,Banglore,New Delhi,BLR → DEL,18:25,21:20,non-stop,No info,7303,2.917
SpiceJet,24/03/2019,Kolkata,Banglore,CCU → MAA → BLR,15:05,20:45,1 stop,No info,6197,5.667
Air India,9/6/2019,Kolkata,Banglore,CCU → BBI → BLR,9:10,13:15,1 stop,No info,8996,4.083
IndiGo,21/03/2019,Delhi,Cochin,DEL → HYD → COK,14:20,22:20,1 stop,No info,6528,8
GoAir,9/4/2019,Banglore,Delhi,BLR → DEL,20:55,23:40,non-stop,No info,4239,2.75
NaN,12/3/2019,Kolkata,Banglore,CCU → BLR,20:25,23:05,non-stop,No info,4148,2.667
SpiceJet,24/05/2019,Banglore,Delhi,BLR → DEL,21:10,5/25/2025 0:05,non-stop,No info,3971,2.917
Air Asia,6/5/2019,Kolkata,Banglore,CCU → DEL → BLR,7:35,23:30,1 stop,No info,5192,15.917
Jet Airways,9/4/2019,Delhi,Cochin,DEL → AMD → BOM → COK,13:25,12:35 10 Apr,2 stops,No info,9483,23.167
Jet Airways,3/6/2019,Delhi,Cochin,DEL → JDH → BOM → COK,11:40,19:00,2 stops,No info,18804,7.333
Air India,18/06/2019,Delhi,Cochin,DEL → COK,5:10,8:00,non-stop,No info,5201,2.833
Jet Airways,27/05/2019,Delhi,Cochin,DEL → BOM → COK,11:30,19:00,1 stop,No info,16079,7.5
Jet Airways,15/06/2019,Banglore,Delhi,BLR → DEL,19:50,22:50,non-stop,NaN,7229,3
Multiple carriers,27/05/2019,Delhi,Cochin,DEL → BOM → COK,17:45,5/28/2025 1:30,1 stop,No info,6795,7.75
Jet Airways,9/5/2019,Kolkata,Banglore,CCU → DEL → BLR,9:35,5/10/2025 10:55,1 stop,No info,10953,NaN
Multiple carriers,24/06/2019,Delhi,Cochin,DEL → IDR → BOM → COK,15:05,6/25/2025 1:30,2 stops,No info,15965,10.417
Air India,NaN,Delhi,Cochin,DEL → JDH → BOM → COK,12:55,19:15 10 Apr,2 stops,No info,9968,30.333
IndiGo,6/6/2019,Kolkata,Banglore,CCU → BLR,22:15,6/7/2025 0:50,NaN,No info,4804,2.583
Jet Airways,27/05/2019,Delhi,Cochin,DEL → BOM → COK,10:00,19:00,1 stop,No info,16079,9
Jet Airways,12/6/2019,Delhi,Cochin,DEL → IDR → BOM → COK,21:25,6/13/2025 12:35,2 stops,In-flight meal not included,11507,15.167
Air India,9/6/2019,Kolkata,Banglore,CCU → BOM → COK → BLR,9:25,6/10/2025 13:45,2 stops,No info,11542,28.333
Jet Airways,24/04/2019,Banglore,Delhi,BLR → DEL,17:45,20:45,non-stop,No info,7229,NaN
Jet Airways,27/04/2019,Banglore,Delhi,BLR → DEL,6:00,8:45,non-stop,In-flight meal not included,4544,2.75
IndiGo,15/05/2019,Delhi,Cochin,DEL → BLR → COK,5:10,10:05,1 stop,No info,6496,4.917
IndiGo,15/06/2019,Kolkata,Banglore,CCU → BLR,21:25,6/16/2025 0:05,non-stop,No info,4804,2.667
Air India,1/3/2019,Banglore,NaN,BLR → CCU → DEL,11:05,3/2/2025 9:15,1 stop,No info,13439,22.167
Jet Airways,27/03/2019,Delhi,Cochin,DEL → BOM → COK,18:15,3/28/2025 4:25,1 stop,In-flight meal not included,6540,10.167
IndiGo,1/6/2019,Banglore,Delhi,BLR → DEL,23:30,6/2/2025 2:20,non-stop,No info,4591,2.833
IndiGo,18/03/2019,Banglore,New Delhi,NaN,16:15,20:35,1 stop,No info,4437,4.333
Air Asia,21/03/2019,Delhi,Cochin,DEL → BLR → COK,20:10,3/22/2025 7:10,1 stop,No info,6151,11
Jet Airways,21/06/2019,Banglore,Delhi,BLR → DEL,17:45,20:45,non-stop,In-flight meal not included,7754,3
Jet Airways,24/06/2019,Delhi,Cochin,DEL → BOM → COK,14:00,6/25/2025 12:35,1 stop,In-flight meal not included,10262,22.583
Jet Airways,9/6/2019,Banglore,Delhi,BLR → DEL,NaN,22:00,non-stop,NaN,8016,3.083
SpiceJet,24/03/2019,Kolkata,Banglore,CCU → BLR,6:55,9:35,non-stop,No check-in baggage included,NaN,2.667
Vistara,27/06/2019,Banglore,Delhi,BLR → DEL,11:30,14:20,non-stop,No info,4668,2.833
Air India,6/3/2019,Banglore,New Delhi,BLR → MAA → DEL,11:50,NaN,1 stop,No info,14594,21.083
Jet Airways,24/03/2019,Kolkata,Banglore,CCU → BOM → BLR,16:55,3/25/2025 4:45,1 stop,No info,14231,11.833
Air India,15/05/2019,Delhi,Cochin,DEL → TRV → COK,5:15,5/16/2025 6:50,1 stop,No info,8425,25.583
Multiple carriers,12/6/2019,Delhi,Cochin,DEL → HYD → COK,7:05,22:30,1 stop,No info,9646,15.417
IndiGo,3/3/2019,Chennai,Kolkata,MAA → CCU,14:40,17:05,NaN,No info,NaN,2.417
Air Asia,9/4/2019,Kolkata,Banglore,CCU → BBI → BLR,6:50,10:30,1 stop,No info,5162,3.667
IndiGo,9/3/2019,Banglore,New Delhi,BLR → DEL,18:25,21:20,non-stop,No info,6860,2.917
NaN,15/04/2019,Delhi,Cochin,DEL → COK,6:00,9:10,non-stop,No info,6216,3.167
Air Asia,24/05/2019,Kolkata,Banglore,CCU → DEL → BLR,7:35,19:25,1 stop,No info,5192,11.833
IndiGo,9/4/2019,Banglore,Delhi,BLR → DEL,20:00,22:50,non-stop,No info,4823,2.833
SpiceJet,3/4/2019,Banglore,Delhi,BLR → DEL,9:30,12:20,non-stop,No check-in baggage included,3919,2.833
IndiGo,3/6/2019,Mumbai,Hyderabad,BOM → HYD,19:05,20:35,non-stop,No info,2754,1.5
Multiple carriers,9/5/2019,Delhi,Cochin,DEL → BOM → COK,7:30,19:00,1 stop,No info,9315,11.5
NaN,27/03/2019,NaN,Cochin,DEL → BOM → COK,10:00,18:50,1 stop,No info,11667,8.833
Jet Airways,12/6/2019,Kolkata,Banglore,CCU → BOM → BLR,8:25,6/13/2025 4:40,1 stop,In-flight meal not included,6224,20.25
Air India,24/03/2019,Kolkata,Banglore,CCU → BOM → GOI → BLR,9:25,3/25/2025 5:35,2 stops,No info,13349,20.167
Jet Airways,18/03/2019,Banglore,New Delhi,BLR → BOM → DEL,16:55,3/16/2025 9:00,1 stop,In-flight meal not included,11087,16.083
Multiple carriers,6/3/2019,Delhi,Cochin,DEL → BOM → COK,13:00,3/7/2025 1:35,1 stop,NaN,15603,12.583
Jet Airways,9/5/2019,Delhi,Cochin,DEL → JAI → BOM → COK,19:30,5/10/2025 12:35,2 stops,No info,15129,17.083
IndiGo,9/4/2019,Banglore,Delhi,BLR → DEL,16:55,19:55,non-stop,No info,4823,3
Vistara,1/5/2019,Kolkata,Banglore,CCU → DEL → BLR,7:10,22:40,1 stop,No info,8452,15.5
Multiple carriers,6/6/2019,Delhi,Cochin,DEL → BOM → COK,7:30,19:00,1 stop,No info,12524,11.5
SpiceJet,27/03/2019,Chennai,Kolkata,MAA → CCU,17:45,20:05,non-stop,No info,3384,2.333
Jet Airways,1/6/2019,Delhi,Cochin,DEL → BOM → COK,19:15,6/2/2025 19:00,1 stop,In-flight meal not included,10262,23.75
SpiceJet,NaN,Mumbai,Hyderabad,BOM → HYD,13:15,14:45,non-stop,No check-in baggage included,1965,1.5
IndiGo,18/05/2019,Kolkata,Banglore,CCU → BLR,NaN,5/19/2025 0:50,non-stop,No info,4804,2.583
Jet Airways,27/05/2019,Delhi,Cochin,DEL → BOM → COK,18:15,5/28/2025 19:00,1 stop,NaN,16079,24.75
Jet Airways,1/6/2019,Delhi,Cochin,DEL → IDR → BOM → COK,21:25,6/2/2025 19:00,2 stops,No info,NaN,21.583
Air Asia,9/5/2019,Delhi,Cochin,DEL → BLR → COK,7:55,13:25,1 stop,No info,6751,5.5
Air India,15/05/2019,Delhi,Cochin,DEL → BOM → COK,7:00,19:15,1 stop,No info,8669,12.25
IndiGo,3/3/2019,Delhi,Cochin,DEL → BOM → COK,17:30,NaN,1 stop,No info,14871,8.083
Jet Airways,21/05/2019,Delhi,Cochin,DEL → BOM → COK,14:00,19:00,1 stop,In-flight meal not included,12898,5
SpiceJet,6/6/2019,Banglore,Delhi,BLR → DEL,9:30,12:20,non-stop,No check-in baggage included,3919,2.833
Multiple carriers,1/3/2019,Delhi,Cochin,NaN,12:50,19:15,1 stop,No info,36983,6.417
IndiGo,3/6/2019,Chennai,NaN,MAA → CCU,19:35,21:55,non-stop,No info,NaN,2.333
Air India,9/3/2019,Banglore,New Delhi,BLR → DEL,17:00,19:45,non-stop,No info,10741,2.75
Air India,6/6/2019,Kolkata,Banglore,CCU → BOM → GOI → BLR,16:50,6/7/2025 5:35,2 stops,No info,11432,12.75
Jet Airways,12/3/2019,Banglore,NaN,BLR → BOM → DEL,18:55,3/13/2025 10:45,1 stop,NaN,11087,15.833
Jet Airways,3/6/2019,Delhi,Cochin,DEL → IDR → BOM → COK,9:35,6/4/2025 12:35,2 stops,No info,NaN,27
Air India,15/06/2019,Delhi,Cochin,DEL → RPR → NAG → BOM → COK,5:15,6/16/2025 7:40,3 stops,No info,10493,26.417
GoAir,9/3/2019,Banglore,New Delhi,BLR → DEL,7:45,10:40,non-stop,No info,7631,2.917
Air India,6/6/2019,Delhi,Cochin,DEL → CCU → BOM → COK,6:50,6/7/2025 7:40,2 stops,No info,13381,24.833
Jet Airways,6/6/2019,Kolkata,Banglore,CCU → BOM → BLR,20:00,6/7/2025 4:40,1 stop,No info,13731,8.667
Air India,21/05/2019,Delhi,Cochin,DEL → BHO → BOM → COK,5:55,5/22/2025 7:40,2 stops,No info,11911,25.75
NaN,18/04/2019,Banglore,Delhi,BLR → DEL,23:30,02:20 19 Apr,non-stop,No info,4591,2.833
Multiple carriers,3/6/2019,Delhi,Cochin,DEL → BOM → COK,13:00,19:15,1 stop,No info,14848,6.25
Multiple carriers,NaN,Delhi,Cochin,DEL → BOM → COK,8:45,19:15,1 stop,No info,8266,10.5
Air India,18/05/2019,Delhi,Cochin,DEL → HYD → BOM → COK,17:15,5/19/2025 19:15,2 stops,No info,12392,26
Jet Airways,12/6/2019,Kolkata,Banglore,CCU → BOM → BLR,18:55,6/13/2025 12:00,1 stop,No info,13044,17.083
Jet Airways,21/05/2019,NaN,Cochin,DEL → BOM → COK,7:05,5/22/2025 4:25,1 stop,In-flight meal not included,12898,21.333
Jet Airways,21/03/2019,Delhi,Cochin,DEL → BOM → COK,22:50,3/22/2025 4:25,1 stop,No info,12242,5.583
IndiGo,18/05/2019,Banglore,Delhi,BLR → DEL,10:10,13:00,NaN,No info,3943,2.833
Vistara,24/03/2019,Kolkata,Banglore,CCU → DEL → BLR,20:20,3/25/2025 22:10,1 stop,No info,11105,25.833
Jet Airways,12/5/2019,Kolkata,Banglore,CCU → BOM → BLR,21:10,5/13/2025 9:20,1 stop,No info,14388,12.167
Jet Airways,18/05/2019,Delhi,Cochin,DEL → JAI → BOM → COK,19:30,5/19/2025 12:35,2 stops,No info,13014,17.083
Multiple carriers,6/3/2019,Delhi,Cochin,DEL → BOM → COK,10:20,18:50,1 stop,No info,15411,8.5
Jet Airways,9/3/2019,Delhi,Cochin,DEL → BOM → COK,19:45,3/10/2025 18:50,1 stop,No info,16289,23.083
IndiGo,15/05/2019,Delhi,Cochin,DEL → HYD → COK,NaN,16:10,1 stop,NaN,6442,9.333
Jet Airways,18/05/2019,Kolkata,Banglore,CCU → BOM → BLR,8:25,16:20,1 stop,In-flight meal not included,10844,7.917
Jet Airways,18/05/2019,Mumbai,Hyderabad,BOM → HYD,10:20,11:50,non-stop,No info,5678,1.5
IndiGo,12/4/2019,Banglore,Delhi,BLR → DEL,23:30,02:20 13 Apr,non-stop,No info,6906,2.833
SpiceJet,21/05/2019,Chennai,Kolkata,MAA → CCU,9:45,12:00,non-stop,No check-in baggage included,3543,2.25
Jet Airways,6/6/2019,Delhi,Cochin,DEL → BOM → COK,9:00,19:00,1 stop,No info,14714,10
Multiple carriers,15/05/2019,Delhi,Cochin,NaN,11:30,19:15,1 stop,No info,14323,7.75
SpiceJet,9/4/2019,Banglore,Delhi,BLR → DEL,21:10,00:05 10 Apr,non-stop,No info,NaN,2.917
Vistara,6/5/2019,Kolkata,Banglore,CCU → DEL → BLR,20:20,5/7/2025 22:40,1 stop,No info,8452,26.333
Vistara,NaN,Banglore,Delhi,BLR → DEL,7:00,9:40,non-stop,No info,5403,2.667
Multiple carriers,9/5/2019,Delhi,Cochin,DEL → BOM → COK,10:00,21:00,1 stop,No info,13727,11
Air India,1/4/2019,Kolkata,Banglore,CCU → DEL → AMD → BLR,10:00,05:25 02 Apr,2 stops,No info,12639,19.417
Jet Airways,18/04/2019,Banglore,Delhi,BLR → DEL,15:15,18:10,non-stop,In-flight meal not included,5198,2.917
Vistara,1/6/2019,Banglore,Delhi,BLR → DEL,19:30,22:15,non-stop,No info,4878,2.75
Jet Airways,18/05/2019,Delhi,Cochin,DEL → BOM → COK,19:45,5/19/2025 19:00,1 stop,In-flight meal not included,12373,23.25
Multiple carriers,3/3/2019,Delhi,Cochin,DEL → HYD → COK,7:10,16:10,1 stop,In-flight meal not included,8552,NaN
Vistara,21/04/2019,Delhi,Cochin,DEL → COK,14:40,17:50,non-stop,No info,6741,3.167
Multiple carriers,9/4/2019,Delhi,Cochin,DEL → BOM → COK,12:50,19:15,1 stop,No info,6481,6.417
Multiple carriers,6/6/2019,Delhi,Cochin,DEL → BOM → COK,10:35,19:15,1 stop,No info,7354,8.667
Air India,21/04/2019,Banglore,Delhi,BLR → DEL,21:05,23:55,non-stop,NaN,5228,2.833
Jet Airways,12/5/2019,Kolkata,NaN,CCU → BOM → BLR,8:25,20:45,1 stop,In-flight meal not included,10844,12.333
IndiGo,18/05/2019,Delhi,Cochin,DEL → HYD → COK,6:50,12:10,1 stop,No info,6347,5.333
Air India,15/03/2019,Banglore,New Delhi,BLR → HYD → DEL,8:15,12:15,1 stop,No info,5013,4
NaN,9/6/2019,Kolkata,Banglore,CCU → BOM → BLR,18:55,6/10/2025 4:40,1 stop,In-flight meal not included,9663,9.75
IndiGo,6/4/2019,Banglore,Delhi,BLR → DEL,18:25,21:20,non-stop,No info,4823,2.917
Air India,24/06/2019,Delhi,Cochin,DEL → CCU → BOM → COK,16:55,6/25/2025 19:15,2 stops,No info,13381,26.333
SpiceJet,1/6/2019,Chennai,Kolkata,MAA → CCU,9:45,12:00,non-stop,No check-in baggage included,3543,2.25
Jet Airways,15/05/2019,Kolkata,Banglore,CCU → BOM → BLR,18:55,5/16/2025 4:40,1 stop,In-flight meal not included,9663,9.75
Jet Airways,1/4/2019,Kolkata,Banglore,CCU → BOM → BLR,18:55,19:50 02 Apr,1 stop,In-flight meal not included,7064,24.917
Jet Airways,9/6/2019,Delhi,Cochin,DEL → BOM → COK,7:05,19:00,1 stop,In-flight meal not included,10262,11.917
NaN,1/6/2019,Delhi,Cochin,DEL → GOI → BOM → COK,10:55,19:15,2 stops,No info,NaN,8.333
Jet Airways,27/06/2019,Delhi,Cochin,DEL → AMD → BOM → COK,19:10,6/28/2025 12:35,2 stops,No info,15339,17.417
GoAir,18/04/2019,Banglore,Delhi,BLR → DEL,11:40,14:30,non-stop,No info,4937,2.833
IndiGo,6/6/2019,Delhi,Cochin,DEL → HYD → COK,5:05,12:10,1 stop,No info,6818,7.083
Air India,18/05/2019,Delhi,Cochin,DEL → GOI → BOM → COK,22:00,5/19/2025 19:15,2 stops,No info,10441,21.25
Jet Airways,3/4/2019,Delhi,Cochin,DEL → BOM → COK,14:00,19:00,1 stop,In-flight meal not included,5177,NaN
